vip_22222,#genre#
红尘一路痴心荒凉, https://vd3.bdstatic.com//mda-scq5e6pd5dczaw68/576p/h264/1774410618296523100/mda-scq5e6pd5dczaw68.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2026-05-02T12%3A37%3A36Z%2F-1%2Fhost%2F22496870f05bf3d73a84764e06f9da72c75f882bf1abd54cabc02e5944d41086&pd=20&vt=1

山坡坡, https://vdse.bdstatic.com//689b15f832f33a622d042b54d40b004d.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2026-05-05T13%3A42%3A38Z%2F-1%2Fhost%2F5c4c2ff718f3d94abe1518e117ead1c77ddd5f277b10c39f56d86db9013bcbab

山坡坡DJ, https://vdse.bdstatic.com//945ef57cf9db3bebf4a4671cb1ca8ddc.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2026-05-03T17%3A13%3A57Z%2F-1%2Fhost%2F33c3c6b9112ff893386c17f9692aa6271589d7d1df749d2fa09703acda9497f7

一生爱你千百回, https://vdse.bdstatic.com//d8969e877abb511fd98feec7c5f3c968.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2026-04-29T12%3A52%3A30Z%2F-1%2Fhost%2Fc248d81a77a1838173980532d998afaef3982679155587416f59c75e13f696da

奥语DJ, https://vdse.bdstatic.com//d6319fa624bf30e969560359b83bc0fc.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2026-05-02T21%3A45%3A11Z%2F-1%2Fhost%2F69a4b76e76073f8670dc8885b4b807eab6de86fe3fb71352e60b0d69b23fdf46

因为你魏佳艺烟嗓女声DJ, https://vdse.bdstatic.com//661fc157d3b9bb406f71b4f58d522d48.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2026-04-25T11%3A38%3A52Z%2F-1%2Fhost%2F0452473a9adcbbd8f70527130219749a90aeb720b7f445b124d92732270818d8

善待自己, https://vd4.bdstatic.com/mda-rki25yjp67r9mqjc/576p/h264/1763516081958624853/mda-rki25yjp67r9mqjc.mp4

你扶持我, https://vd4.bdstatic.com/mda-qie9ai8fx3ss8daq/576p/h264/1726382087864393198/mda-qie9ai8fx3ss8daq.mp4

甘心情愿, https://vd2.bdstatic.com/mda-sbj0inr3pb4vekd5/576p/h264/1771547068943295998/mda-sbj0inr3pb4vekd5.mp4?v_from_s=bdapp-bdappcore-feed-hnb

新的一年宣告, https://vd4.bdstatic.com/mda-qmhxknqmuht7bmvm/576p/h264/1734560364227483603/mda-qmhxknqmuht7bmvm.mp4

如果, https://vd2.bdstatic.com/mda-qkharh7b4rp3v94q/hd/cae_h264/1731918141487297573/mda-qkharh7b4rp3v94q.mp4

我今天为你祝福, https://vd3.bdstatic.com/mda-qkuigtc06dwcdsfv/hd/cae_h264/1732885519033567007/mda-qkuigtc06dwcdsfv.mp4

伤感DJ情歌精选, https://vdse.bdstatic.com//d537641036bc233c0b8408a16acd4b38.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2026-05-02T19%3A40%3A19Z%2F-1%2Fhost%2F9f0c638fde4ebf6244a663689d6bad76cdf21733fee1156971b205b6db671277
《最远的你是我最近的爱》, https://vdse.bdstatic.com//3c3d273b65e94235c922b8eff35d9bfb.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-11T11%3A36%3A52Z%2F-1%2Fhost%2F79d962914e06ff5e54c3423484d57b9c2bbd2608a3f8a884c7011900e51571fb
漫漫路漫漫长, https://vdse.bdstatic.com//77c5399bc76cb000c32ea2548b6056ac.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2026-05-03T20%3A46%3A31Z%2F-1%2Fhost%2Fd85b0252158d3913da36f5a8b4094fd043b9aace1e5aa454c639cc6c23de694e
红尘情歌, https://vd3.bdstatic.com/mda-qbs7100fm0iu7ah6/576p/h264/1709009943282482572/mda-qbs7100fm0iu7ah6.mp4
轮轮回回几千年, https://vd4.bdstatic.com/mda-qfa3czgzjxkb6kqk/hd/cae_h264/1718073340684108904/mda-qfa3czgzjxkb6kqk.mp4
放下痴念才重生, https://vd4.bdstatic.com/mda-qdj9dh1nt3ggc8yi/hd/cae_h264/1713664608609324188/mda-qdj9dh1nt3ggc8yi.mp4
人间风雪几万重, https://vd2.bdstatic.com/mda-sct5v7yce361hrfx/hd/cae_h264/1774671066332836221/mda-sct5v7yce361hrfx.mp4
如果天有情, https://vd2.bdstatic.com/mda-sct8uri1rt4hu7gz/hd/cae_h264/1774678720304251067/mda-sct8uri1rt4hu7gz.mp4

喜庆广场舞,#genre#
恭喜发财好运来, https://vd4.bdstatic.com/mda-sbieghz0wrj9bzqb/576p/h264/1771496485644592237/mda-sbieghz0wrj9bzqb.mp4
越来越好, https://vd4.bdstatic.com/mda-rk08gzqbr2txs49a/576p/h264/1761976852086087239/mda-rk08gzqbr2txs49a.mp4
红红火火好远来,https://vd3.bdstatic.com/mda-qbu7xzk0ssb67py6/576p/h264/1709185099673968780/mda-qbu7xzk0ssb67py6.mp4
吉祥欢歌, https://vd4.bdstatic.com/mda-rm4k08rg7h70gcx2/576p/h264/1764943706488876259/mda-rm4k08rg7h70gcx2.mp4
吉祥, https://vd2.bdstatic.com/mda-jk6cgr5rtyjbzeat/hd/mda-jk6cgr5rtyjbzeat.mp4
祈祷, https://vd2.bdstatic.com/mda-sat995gq4434sigr/hd/cae_h264/1769582298820730865/mda-sat995gq4434sigr.mp4
如意, https://vdse.bdstatic.com//a9667eaa4a5cbc27a4f6c3300a60d0ad.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2026-05-03T17%3A08%3A33Z%2F-1%2Fhost%2Ff2450c7e16decfa2a52b4b2ead7eb386818de38be6a1a82e56bf0aa58e8e9067
吉祥如意, https://vd2.bdstatic.com/mda-raukxrq3viue64qa/576p/h264/1738162186337954568/mda-raukxrq3viue64qa.mp4
喜事盈门, https://vd4.bdstatic.com/mda-rarazgbzb8b3a2jw/hd/cae_h264/1737877951931253897/mda-rarazgbzb8b3a2jw.mp4
恭喜恭喜你, https://vd4.bdstatic.com/mda-qb89a52azq7y0ciz/hd/cae_h264/1707615150311351554/mda-qb89a52azq7y0ciz.mp4
红红火火好运来, https://vd3.bdstatic.com/mda-qbu7xzk0ssb67py6/576p/h264/1709185099673968780/mda-qbu7xzk0ssb67py6.mp4
欢聚一堂, https://vd2.bdstatic.com/mda-re9bsp0z0juid4mr/576p/h264/1746865238655623533/mda-re9bsp0z0juid4mr.mp4
<<祝福>>, https://vd3.bdstatic.com//mda-qmkyhzhsr7dm1d7v/576p/h264/1734821889246959613/mda-qmkyhzhsr7dm1d7v.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2026-04-30T11%3A09%3A21Z%2F-1%2Fhost%2F94503674d826bdb75fdd92aa8eb9c6c0b35b1757cc588a57c272d36461db69e9&pd=20&vt=1
祝福, https://vd4.bdstatic.com/mda-rg1metr5m2inxgz3/576p/h264/1751468915548431897/mda-rg1metr5m2inxgz3.mp4
你笑起来真好看, https://vdse.bdstatic.com//b2502e7c9ced791b020b78cb6ecc3587.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2026-05-05T09%3A59%3A43Z%2F-1%2Fhost%2F5428b07adc46af3d86ea7eed67502e6becd08047bb61c9d315f456cc1a367fb6
长相依, https://vd2.bdstatic.com/mda-rb1jkwehmygv4jsy/hd/cae_h264/1738504425021818050/mda-rb1jkwehmygv4jsy.mp4
如果爱还在, https://vd2.bdstatic.com/mda-sdd3xviik1qczepz/hd/cae_h264/1776135204382227731/mda-sdd3xviik1qczepz.mp4
中国人, https://vd4.bdstatic.com/mda-rm1mt7qbq8p0gajt/hd/cae_h264/1764689704520223298/mda-rm1mt7qbq8p0gajt.mp4
妈妈的吻, https://vdse.bdstatic.com//24d57678c5a042acb640ffa8496704f9.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-11T00%3A43%3A56Z%2F-1%2Fhost%2F0884a9117d03f2a974bf188aca774b4ab5c11933a69f22f6e0098515420ced7f
空落落的心为你醉, https://vd3.bdstatic.com/mda-sdkzfyq4akkagdp9/576p/h264/1776814912761408718/mda-sdkzfyq4akkagdp9.mp4
爱拼才会赢, https://vd2.bdstatic.com/mda-qad8n4reg54x4eag/hd/cae_h264/1705213267901545307/mda-qad8n4reg54x4eag.mp4
九月九的酒, https://vd4.bdstatic.com/mda-qafd6ssxyhgaqaw1/576p/h264/1705396921964920449/mda-qafd6ssxyhgaqaw1.mp4?v_from_s=bdapp-bdappcore-feed-hna
佳木斯广场舞 no1号, https://vdse.bdstatic.com//52330ad4888b6bd00c5d2466088901bf.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-02-13T18%3A30%3A58Z%2F-1%2Fhost%2F86ab734adda7b8aa8a2364fc73e027b32a527e3a1a2da3c93a66b3c5859697e0
佳木斯广场舞 no2, https://vd4.bdstatic.com/mda-ma0as59h4t444j85/v2-hknm/mda-ma0as59h4t444j85.mp4

佳木斯广场舞 no3, https://vdse.bdstatic.com//c647a49019beca6b6b429ae7189c4a60.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-02-13T16%3A48%3A52Z%2F-1%2Fhost%2F7cc45cb000055ea42956088dcab65c4572e66999d97dd0acb4bb890db08ca886

佳木斯广场舞几节❓, https://vdse.bdstatic.com//8b98560b96dea11dd03367fa59b6bc11.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-02-13T13%3A28%3A58Z%2F-1%2Fhost%2F7b93ac214f3b761c691bb43bbdbd0e7a3bf2299503dadd0bff9533d324ced30b

杯旧的旋律,#genre#

别知己, https://vd3.bdstatic.com//mda-pm0ib8h3jt3xp7c6/540p/h264_cae/1701435543341538571/mda-pm0ib8h3jt3xp7c6.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-14T20%3A25%3A34Z%2F-1%2Fhost%2Fa70f7d5114df912ccdf5e98683410803056fdc7f356ceff99cf39d14dfe33f16&pd=20&vt=1
刀朗 我真怕自己哪天倒下, https://vd4.bdstatic.com/mda-qmnchm1n5p32qjtu/hd/cae_h264/1734944545475324177/mda-qmnchm1n5p32qjtu.mp4
海来阿木, https://vd4.bdstatic.com/mda-pcg49a4hu9q1dxtr/360p/h264/1679022155538826460/mda-pcg49a4hu9q1dxtr.mp4
《我真怕自己哪天倒下》, https://vd3.bdstatic.com/mda-qiugp6b97hc571z6/hd/cae_h264/1727610507590073101/mda-qiugp6b97hc571z6.mp4
阿木, https://vd4.bdstatic.com/mda-rbce2ift1045v6w6/576p/h264/1739441110547472354/mda-rbce2ift1045v6w6.mp4?v_from_s=bdapp-bdappcore-feed-hnb
别和过去过不去, https://vdse.bdstatic.com//3b6f777e5cd2936e8cd1b15ddd5c0ef4.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-02-19T02%3A13%3A39Z%2F-1%2Fhost%2F7fda479a0959b02c4513077479aa3d212c271cdaf11e257ad732af5301d2812f
最远的你是我最近的爱, https://vdse.bdstatic.com//81f534d1063f0da7611492e9bb2a5028.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-11T13%3A07%3A30Z%2F-1%2Fhost%2F1076bc8832f0059e90d330f0aaa1f943d3ae5f822668138b5f408f4c71fc469d
爱情就象一陈风, https://vdse.bdstatic.com//be3b267c7b2deb6ed78361297c482d01.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-02-25T12%3A00%3A57Z%2F-1%2Fhost%2Fada37b7206878df4b0e1d981db94bd44f4d04c7bbdf06027d3a96d9f5bea04c3
红尘情歌, https://vd2.bdstatic.com/mda-njdcm20izcvgmayq/cae_h264/1665738610459433883/mda-njdcm20izcvgmayq.mp4
别和过去过不去2, https://vd2.bdstatic.com/mda-pb1bxk1xem8963ti/360p/h264/1675326446058525544/mda-pb1bxk1xem8963ti.mp4
碎银几两, https://vd2.bdstatic.com/mda-nhakg8kruuwwyfap/360p/h264/1660228398553055611/mda-nhakg8kruuwwyfap.mp4
忘情水, https://vd3.bdstatic.com/mda-qfkhf9w69y4c5847/hd/cae_h264/1718973506763500791/mda-qfkhf9w69y4c5847.mp4
故乡的云, https://vd3.bdstatic.com/mda-qibnburn4c6fj0rv/hd/cae_h264/1726182580380500058/mda-qibnburn4c6fj0rv.mp4
别知己DJ, https://vd2.bdstatic.com/mda-mcmwf5kbq69f765u/mda-mcmwf5kbq69f765u.mp4
我不想说, https://vd2.bdstatic.com/mda-qjw8gx6sut75v2bk/hd/cae_h264/1730356177135444050/mda-qjw8gx6sut75v2bk.mp4
风中有朵雨做的云, https://vd2.bdstatic.com/mda-qjwkyhed1783r92x/hd/cae_h264/1730415726340435804/mda-qjwkyhed1783r92x.mp4
潇洒走一回, https://vd2.bdstatic.com/mda-qk98b03fgfahkra3/hd/cae_h264/1731218445955034500/mda-qk98b03fgfahkra3.mp4
来生缘, https://vd3.bdstatic.com/mda-qfqzzxcuknp9j1zm/hd/cae_h264/1719364247115688124/mda-qfqzzxcuknp9j1zm.mp4
大约在冬季, https://vd2.bdstatic.com/mda-qg5ncb1q84hrqf99/hd/cae_h264/1720307603463237526/mda-qg5ncb1q84hrqf99.mp4
冬季到台北来看雨, https://vd2.bdstatic.com/mda-qg8afgsxxnsgskgf/hd/cae_h264/1720519178767445232/mda-qg8afgsxxnsgskgf.mp4
刀朗2002年的第一场雪, https://vd3.bdstatic.com/mda-qga6pvh1v5ar9bb1/hd/cae_h264/1720673679388658184/mda-qga6pvh1v5ar9bb1.mp4
流浪歌, https://vd2.bdstatic.com/mda-pj3awpgq7win3nns/hd/cae_h264/1696408655031716066/mda-pj3awpgq7win3nns.mp4
上海滩, https://vd2.bdstatic.com/mda-pkh6i5bpcnun1n5u/hd/cae_h264/1700305230683438468/mda-pkh6i5bpcnun1n5u.mp4
恭喜发财, https://vd3.bdstatic.com/mda-qb68b11c1kirtu2u/576p/h264/1707285194815158108/mda-qb68b11c1kirtu2u.mp4
月亮月亮你别睡, https://vd2.bdstatic.com/mda-qfnx1dfr74rjp31g/hd/cae_h264/1719185430853757859/mda-qfnx1dfr74rjp31g.mp4
海来阿木, https://vd4.bdstatic.com/mda-rbce2ift1045v6w6/576p/h264/1739441110547472354/mda-rbce2ift1045v6w6.mp4?v_from_s=bdapp-bdappcore-feed-hnb
车载音乐, https://vdse.bdstatic.com//d1319db6161a30c95f08ceb6d79604f3.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2025-03-16T02%3A58%3A03Z%2F-1%2Fhost%2F50c1d88cceef3526c2403fdebf518f801173aa78e1883a3c2f0bf3f6b5e0c3d9
别知已, https://vd4.bdstatic.com/mda-pec2un43myrjh9wr/cae_h264/1684099951873768146/mda-pec2un43myrjh9wr.mp4
周杰伦十大巅峰, https://vd4.bdstatic.com/mda-qkidh5j1aii8fvkz/576p/h264/1732009292296386147/mda-qkidh5j1aii8fvkz.mp4
王杰, https://vd4.bdstatic.com/mda-qkdd87ggaww0n4t9/576p/h264/1731576648107960701/mda-qkdd87ggaww0n4t9.mp4
姜育恒, https://vd3.bdstatic.com/mda-ra9ajiuxw8r2b910/576p/h264/1736494694672996713/mda-ra9ajiuxw8r2b910.mp4?v_from_s=bdapp-bdappcore-feed-hnb
心在跳情在烧, https://vd2.bdstatic.com/mda-qg8negrr83g0ss8h/hd/cae_h264/1720540379207352204/mda-qg8negrr83g0ss8h.mp4
手心里的温柔, https://vd4.bdstatic.com/mda-qgan9yfg2y2my731/hd/cae_h264/1720712905179900189/mda-qgan9yfg2y2my731.mp4
刀朗西海情歌, https://vd2.bdstatic.com/mda-qfjmfvkqzdvf6j0i/576p/h264/1718896322047081432/mda-qfjmfvkqzdvf6j0i.mp4
众明星恭喜发财, https://vd2.bdstatic.com/mda-qbrjttqqyksrdda8/576p/h264/1708955990708465985/mda-qbrjttqqyksrdda8.mp4
万事如意, https://vd2.bdstatic.com/mda-qbeciet74acge82w/576p/h264/1707987101516071513/mda-qbeciet74acge82w.mp4
踏浪, https://vd4.bdstatic.com/mda-rc3ipv8yn82pd33t/576p/h264/1741093978863287385/mda-rc3ipv8yn82pd33t.mp4
九百九十九朵玫瑰, https://vd2.bdstatic.com/mda-rbd1ri36xar5bjxn/hd/cae_h264/1739495805642304670/mda-rbd1ri36xar5bjxn.mp4
把悲伤留给自己, https://vd2.bdstatic.com/mda-rcc363m96058jewn/hd/cae_h264/1741832914372008612/mda-rcc363m96058jewn.mp4
红尘情歌, https://vd2.bdstatic.com/mda-njdcm20izcvgmayq/cae_h264/1665738610459433883/mda-njdcm20izcvgmayq.mp4?v_from_s=bdapp-resbox-zan-hna
风中有朵雨中的云, https://vd4.bdstatic.com/mda-paccmtabhecvhw1k/360p/h264/1673600213101157025/mda-paccmtabhecvhw1k.mp4
月亮月亮你别睡, https://vd2.bdstatic.com/mda-nfqgc6q797pk22w1/360p/h264/1656156930876360049/mda-nfqgc6q797pk22w1.mp4?v_from_s=bdapp-resbox-zan-hna
酒醉的蝴蝶, https://vd3.bdstatic.com/mda-qhkawityrqy54fqz/hd/cae_h264/1724371282794267613/mda-qhkawityrqy54fqz.mp4
别知己, https://vd3.bdstatic.com/mda-raa2r7qacx40wti0/hd/cae_h264/1736562653901497081/mda-raa2r7qacx40wti0.mp4
谁能配我到最后, https://vd4.bdstatic.com/mda-qedcjguxmijkrvdb/hd/cae_h264/1715764165218426569/mda-qedcjguxmijkrvdb.mp4
如果爱还在, https://vd3.bdstatic.com//mda-pdj78u0u7famkx41/540p/h264_cae/1681967847527749701/mda-pdj78u0u7famkx41.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2023-05-06T04%3A06%3A17Z%2F-1%2Fhost%2F7d71cab6d64f98eb175a41b889eaa3736f509674ac2dffddce1b06867a1cde8c&pd=20&vt=1
搀扶,https://vd2.bdstatic.com/mda-ra9cu8jke2r9wj7d/576p/h264/1736499945033436694/mda-ra9cu8jke2r9wj7d.mp4
